建筑队	0	382
连平县	359	0
樟树市	427	0
府谷县	423	0
零售店	0	223
双鸭山市	1201	0
铜陵市	3701	1
连州市	546	0
雅安市	614	0
阳江市	2829	0
嘉鱼县	428	0
东宁县	862	0
铜陵县	894	0
阳泉市	3402	0
通城县	669	0
平远县	653	0
临清市	854	0
霍山县	674	0
黄梅县	633	0
垣曲县	373	0
临澧县	448	0
仙居县	485	0
蓝山县	217	0
仪器厂	0	3245
国税局	3	389
霍州市	413	0
企划部	0	240
临汾市	3135	0
临沂市	6343	1
临河市	355	0
仁寿县	1490	0
丽水市	3139	0
亳州市	317	0
鹰潭市	1588	0
购销处	0	385
临海市	1264	0
临渭区	448	0
贵阳市	1333	0
莱芜市	5602	0
黔东南州	220	0
惠安县	231	1
临猗县	446	0
建阳市	924	0
云梦县	882	0
购销部	0	1557
交易所	0	515
乌海市	503	0
乐清市	8045	1
九江市	478	0
惠州市	6278	0
鼎城区	294	0
意大利	1040	0
慈利县	995	0
资阳市	1581	0
云安县	274	0
青岛市	3081	1
临朐县	523	3
螺丝厂	0	308
静宁县	338	0
任丘市	2171	0
三河市	369	0
青川县	318	0
哈尔滨市	6321	1
黑河市	507	0
齐齐哈尔市	9075	0
仁化县	380	0
桂阳县	488	0
中共中央	3513	0
荆门市	2684	0
青州市	1373	1
乳山市	231	0
龙口市	953	0
城固县	245	0
京山县	993	1
莎车县	263	0
东海县	584	0
物流部	0	340
棉织厂	0	277
榆林市	1677	0
东港市	539	0
东源县	316	0
棉纺厂	0	577
临武县	305	0
上海林	221	0
空运部	0	262
上海市	9354	2
荥阳市	268	0
上海亿	370	0
乐昌市	767	0
丹棱县	263	0
霸州市	2348	0
万源市	319	0
蕉岭县	367	0
万荣县	216	0
武平县	493	0
德力西	292	0
余姚市	9204	0
莒南县	1506	0
韶关市	5054	0
武安市	224	0
彭山县	471	0
武定县	335	0
专营店	0	2471
佛山市	48682	2
高碑店市	468	0
伊春市	2851	1
武山县	249	0
德兴市	819	0
芜湖市	1023	0
张掖市	310	0
苍梧县	800	0
石嘴山市	381	0
有限公司	22	3939424
呼和浩特	1799	7
便利店	0	316
武夷山	253	0
蓬溪县	342	0
鞍山市	10076	0
东莞市	33408	8
东营区	564	1
武威市	205	1
廉江市	291	0
嘉荫县	256	0
东营市	7857	0
上虞市	2249	0
建材厂	1	4419
足球队	0	214
莱阳市	378	0
总政治部	10	213
陆良县	432	0
苍溪县	663	0
良种场	0	288
楚雄市	532	0
楚雄州	328	0
荆州市	7065	1
保修厂	0	222
理工大学	3	263
三门峡市	1123	0
股份公司	1	2938
租赁站	1	376
乳源县	251	0
休宁县	445	0
荣成市	481	0
仪征市	517	1
佛冈县	597	0
师范学院	0	266
青海省	2797	0
鞋材厂	0	333
竹溪县	231	0
五河县	611	0
大石桥市	386	0
回收站	0	1747
管委会	0	254
张家界	1328	2
自贡市	5762	0
张家港	3742	7
靖江市	2305	0
工艺品	51	220
会宁县	273	0
彩印厂	0	1742
中石化	689	3
葫芦岛	452	3
张家口	2163	1
黑龙江	14524	9
货运部	0	479
陕西省	4866	1
黄骅市	437	0
建德市	1277	0
庄浪县	335	0
营业所	0	1399
蕲春县	395	0
嘉禾县	383	0
开平市	1332	0
营业厅	0	1386
民主党	0	228
师范大学	4	460
营业处	0	361
韩城市	443	0
平湖市	1038	0
云浮市	1277	0
广汉市	521	0
广水市	1150	0
伊拉克	258	0
仙桃市	2771	0
武强县	232	0
开封市	4243	0
人民党	1	208
萍乡市	1218	0
福鼎市	646	0
阿鲁科尔	244	0
理事会	0	472
售后服务部	0	218
啤酒厂	0	234
马鞍山市	4421	0
中科院	510	2
龙泉市	387	0
怀安县	220	0
怀宁县	843	0
预制厂	0	2138
玉林市	3511	0
广西省	710	0
武乡县	390	0
武义县	455	0
龙海市	390	0
萝北县	263	0
佳木斯	3264	0
五莲县	1052	0
龙江县	639	0
。莞	1309	0
穆棱市	316	0
。州	254	0
固安县	656	0
四川省	20487	2
保定市	5763	0
青田县	242	0
彰武县	579	0
嘉祥县	357	0
余江县	373	0
莱州市	1701	0
营业部	0	7438
三门县	305	0
秦皇岛	8322	6
龙游县	868	0
。。	1121	866
　　	0	283
商贸部	0	626
四平市	524	0
三门峡	1714	0
三门市	3	202
介绍所	0	351
乌鲁木齐	6057	5
国务院	1781	537
理发店	0	259
书记处	0	431
舞钢市	910	0
中华人民共和国	796	0
营销部	0	11068
总公司	3	20922
株式会社	204	649
东阳市	2597	0
阜阳市	517	0
德州市	3614	1
建瓯市	1402	0
营口市	686	0
上饶市	358	2
思南县	202	0
总代理	0	7579
中国银行	196	7
锡林郭勒盟	321	0
中外合资	623	32
怀化市	1751	1
图书馆	0	496
竹山县	241	0
咸阳市	255	0
俱乐部	1	4313
无限公司	0	250
策划部	0	377
虞城县	284	0
蓬莱市	297	0
菲律宾	226	0
微山县	231	0
会泽县	306	0
电子商务部	0	1304
鄂尔多斯市	669	0
项城市	290	0
祁阳县	373	0
代理处	0	459
祁门县	388	0
代理商	2	464
平罗县	211	0
徐州市	5927	0
代理部	0	312
供应处	0	1115
集贤县	339	0
开江县	343	0
青神县	208	0
供应部	0	1100
供应站	0	9720
建湖县	500	0
怀仁县	378	0
桓台县	240	0
进出口部	0	916
集团公司	3	9883
扬州市	9556	0
储备库	0	522
机电厂	2	658
威海市	3438	0
通辽市	447	1
松溪县	308	0
威海云	274	0
食品厂	1	12362
金寨县	588	0
机砖厂	0	1037
桦南县	317	0
绥芬河市	771	0
食品店	0	1213
松滋市	992	0
苏仙区	557	0
顺德市	697	0
枝江市	918	0
装备厂	0	233
什邡市	207	0
顺德区	271	1
桐城市	1798	0
行政部	0	528
承德市	921	0
辽阳县	1712	0
供电局	3	241
修武县	480	0
稷山县	565	0
种植园	1	289
种植场	0	271
舟山市	920	0
辽阳市	7827	1
行政区	0	497
格尔木	292	0
金坛市	1065	0
招商部	0	1783
福清市	427	1
霍邱县	396	0
连锁店	0	1928
仪表厂	0	2854
装卸队	0	399
五金店	2	1062
招商局	91	179
偃师市	483	0
通讯行	0	224
批发店	0	617
武夷山市	1131	0
代表处	0	10153
西丰县	909	0
桂平市	351	1
芮城县	379	0
顺昌县	727	0
濉溪县	896	0
百货大楼	10	219
三峡	581	28
中国	72716	120
乳业	2	234
中商	205	1
中原	990	3
中化	511	1
中南	490	3
中华	1909	1
丝厂	2	384
中冶	272	0
东台	295	0
东升	588	1
久久	203	2
东南	347	0
东华	244	0
中兴	551	5
中共	1463	0
东北	1278	0
中信	692	26
丹东	7139	1
业务	20	918
专卖	9	1430
中企	258	1
个体	3535	2782
中亚	271	1
东兴	508	1
灯塔市	1208	0
个人	76	1825
中东	211	0
东京	242	1
东亚	257	0
专业	468	74
三亚	3435	1
一汽	386	11
临朐	503	3
三江	238	3
企业	137	4201
书店	4	2548
专柜	1	224
亚太	432	2
产品	27	207
京华	205	0
东方	3979	28
九州	369	2
东明	224	1
乐山	969	0
乌市	392	0
三星	538	3
三明	744	1
中建	370	1
云南	23249	12
中心	46	171715
乐团	0	239
中学	11	4502
专店	0	219
临安	1253	2
中山	7603	26
中央	6796	1481
中天	899	7
中大	537	5
七彩	282	0
中电	282	1
东盛	262	2
传媒	19	420
佳佳	303	0
中盛	217	1
世界	1921	443
乐清	1175	2
九江	1034	0
会员	2	802
九洲	211	1
仓库	3	372
二手	239	4
丽水	1107	2
中港	226	2
丽江	209	2
中油	625	1
任县	395	0
伊利	206	0
临汾	1353	5
临沂	12571	6
中海	518	1
林甸县	213	0
丰源	225	0
临清	249	0
人大	454	2187
上海	293621	188
东海	476	3
伟业	613	729
佛山	11237	16
批发部	2	13451
伊春	396	0
中航	448	1
上虞	557	0
东营	5318	2
东莞	83290	62
人民	2623	0
仙桃	994	0
体委	2	206
余姚	1532	2
会所	0	384
乐陵市	255	0
中联	502	2
云浮	1443	0
中科	689	3
五洲	279	2
批发行	0	1203
亚洲	685	9
世纪	1787	58
作坊	0	452
三联	345	4
衡水市	2355	0
溧阳市	889	0
自治区	23	392
景德镇市	610	0
大自然	226	1
桦川县	286	0
大英县	317	0
以色列	462	0
丰顺县	818	0
重庆市	7505	0
颜料厂	0	557
临颍县	279	0
拉丝厂	0	450
服装店	2	3336
苍南县	6493	0
灵山县	503	0
丹阳市	2742	0
章丘市	1268	0
娄星区	226	0
信息网	1	205
靖远县	267	0
信息部	0	829
如皋市	250	0
靖边县	394	0
灵宝市	270	0
灵寿县	684	0
嘉华	237	1
造纸厂	6	3141
嘉兴	5689	10
华龙	491	0
厦门	37818	24
科学院	8	1383
品牌	159	62
和田	406	1
商店	1	27657
内乡县	213	0
百货公司	14	1347
邻水县	470	0
友谊	431	3
博雅	244	1
南非	289	1
厂部	0	207
南阳	3295	4
合肥	22228	15
招待所	0	1343
华阳	310	0
商城	23	1672
华鑫	341	0
医院	4	2749
商场	16	8179
唐山	9155	4
喀什	1544	1
轧钢厂	0	591
南通	18243	14
商厦	2	315
华通	516	5
商务	155	180
华达	215	3
吉祥	523	0
友联	210	0
卓越	480	7
商会	4	361
商丘	1352	0
商业	123	126
齿轮厂	0	740
咸宁	349	0
吴江	1600	4
哈密	217	0
台湾	9467	36
华艺	253	0
呼市	212	1
邵武市	1444	0
和平	264	0
吉林	9809	6
华联	288	11
包装	42	215
华美	721	2
医药	96	167
华能	267	2
儋州市	304	0
剧院	0	299
华盛	437	2
周口	662	0
名店	3	229
华瑞	236	2
艺术团	0	373
分院	0	530
南海	1250	2
华源	268	5
南洋	209	0
华润	429	0
台州	7333	9
石门县	703	0
华泰	562	5
利达	325	3
望江县	383	0
基地	24	18208
塑业	1	1745
城市	243	8
材料厂	0	19311
四海	430	0
共产党	0	2713
兴业县	352	2
回收	39	379
四方	269	2
地委	1	233
商铺	1	417
大田县	686	0
禹州市	1353	0
固安	222	1
四川	44980	12
地区	57	2027
苏州市	9326	1
土厂	0	382
商贸	70	927
嘉祥	286	0
国家	9822	3
嘉禾	222	3
烟台市	3573	0
咸阳	2271	1
园区	1	299
商行	4	74167
器材	5	318
四季	263	1
国土	289	0
中山古镇	219	0
国会	11	464
商社	0	1193
咨询	12	213
嘉善	2030	0
商洛	433	0
双鸭	284	0
双龙	284	0
六安	643	0
公寓	1	247
兖州	249	0
冠县	300	0
兄弟	837	3
军区	6	1417
材料部	0	317
兵团	96	127
党委	0	1282
全国	11324	19
百货商店	1	1363
兴发	285	4
光大	385	1
兴华	375	5
公司	21	911569
兴化	300	4
创业	289	71
分会	0	299
光明	625	3
凤凰	357	3
信达	406	5
兰州	16369	4
农场	23	2899
使馆	1	280
信诚	358	0
兔业	2	199
大竹县	796	0
儋州	485	0
神木县	708	0
农业	540	412
科士威	246	26
会馆	0	301
光华	225	2
兴业	683	59
八一	251	0
五金	251	251
食杂店	0	526
九龙	225	0
林州市	450	0
会议	4	273
什邡	425	0
鄂州市	3046	0
健康	270	5
机械厂	3	41119
伊犁	255	0
信宜	243	0
三鑫	212	0
保定	7678	6
中远	366	4
代理	60	1820
世贸	1358	5
中视	222	1
万达	480	44
万通	423	5
供应	285	139
中铁	1502	0
中钢	245	0
上饶	307	0
信息	444	120
福建省	25474	0
中队	0	205
车辆厂	0	452
东风	1957	5
丹阳	688	1
三门	364	2
东阳	553	0
南宫	423	0
南宁	5509	9
兴隆	660	5
茂名市	3516	1
半岛	44	194
博大	208	1
华宇	562	6
华安	214	4
华威	316	3
分行	0	1096
印尼	387	1
北方	1703	5
华强	345	4
南平	895	0
博山	691	0
凯达	232	2
印度	493	1
友协	6	310
厂家	33	614
分部	0	4097
同创	230	2
合力	203	7
启东	395	0
叶县	691	0
南昌	5120	12
造粒厂	0	908
凯里	254	0
县委	4	846
南方	1253	4
北海	2387	2
华星	325	1
娄底市	1599	1
合伙	3	1354
华新	215	1
枣强县	261	0
内蒙	990	4
克什克	265	0
运营部	0	282
福建华	303	0
南京	51727	38
华信	339	2
包头	3094	5
光辉	250	1
分社	0	2426
华兴	548	2
华丰	391	1
华东	773	10
华中	462	0
协会	1	8198
农行	275	50
南县	595	0
单县	556	0
化学	39	215
北大	551	0
南充	907	2
印业	1	268
华南	676	4
华北	1225	4
分站	0	676
印厂	0	1614
华夏	1286	2
华天	239	1
兴达	712	2
先锋	384	6
印刷	44	270
化工	137	1065
区委	0	247
十堰	7853	0
兖矿	205	0
襄城县	336	0
分所	0	704
兴盛	288	1
创意	374	7
襄垣县	418	0
劳动	250	1
创新	674	7
分校	0	338
俄罗斯	1310	1
百货商行	1	1126
党组	0	241
勉县	271	0
刘氏	276	0
焦作市	6267	3
枣庄市	1998	0
无锡市	13914	0
加工	19	579
利民	291	0
北京	610409	260
农庄	4	269
党校	3	458
分厂	1	6645
信阳	1628	1
分司	0	327
柘城县	242	0
兴旺	481	0
凉山	355	0
制作	3	205
全椒	545	0
分场	0	528
转运站	0	207
福州市	3704	3
养殖	30	190
制品	2	314
分局	3	1635
兰溪	207	0
内江	1375	1
分店	0	5208
全球	290	30
富达	233	4
巩义	954	0
工会	14	506
工业	121	382
安顺	209	0
巴中	273	0
嵊州	316	0
安阳	4164	2
宿迁	2360	4
宏鑫	280	0
宝贝	204	32
安达	327	4
小组	0	622
学院	19	9367
富裕	293	1
宏达	1283	6
宏远	387	13
太湖县	599	0
市委	2	2589
邮电所	0	217
广东	52019	34
巴彦	425	0
辛集市	596	0
工委	0	381
市场	28	3325
小铺	2	363
山西	38218	9
宾馆	3	1415
布厂	0	727
拜城县	244	0
宝鸡	3386	1
工坊	0	248
帽业	2	508
布业	2	669
工区	0	268
川南	240	0
工司	0	574
工厂	5	3122
富阳	1040	4
天津市	30144	1
丹江口市	869	0
宏盛	274	1
富源	285	0
学生	113	160
宏源	305	3
小店	23	1312
安溪	433	0
宏泰	331	0
安泰	337	5
宁海	825	0
宁波	34850	26
宁津	267	1
小学	3	3149
峰峰	317	0
天津港	266	0
旬阳县	283	0
姜堰市	1503	0
完美	508	3
本溪市	7220	0
岫岩	261	0
家电	85	730
宽甸	209	0
快乐	467	4
工贸	51	199
布行	1	495
巴西	310	0
幸福	412	2
代销店	0	445
天水市	1578	0
防城港市	1164	0
德国	2764	2
平煤	273	0
工艺	67	205
开心	291	4
信用社	1	2394
建材	75	294
项目部	0	1893
恒丰	381	1
恒信	508	5
桓仁县	270	0
广西	48346	12
总厂	0	6060
建筑	206	33
恒兴	238	3
恒利	242	0
恒发	266	1
总场	0	328
基金会	0	944
徐州	21307	5
张氏	386	0
巨野	270	0
修理站	0	559
怀化	1466	1
西宁市	970	1
德州	7893	3
桐乡市	2469	0
西安市	3835	2
总会	0	704
平安	582	36
希望	240	2
广场	11	1131
庄园	19	230
巴林	512	0
常德	1476	1
岳阳	1195	2
广州	95049	122
广安	635	0
修理部	0	2270
运输部	0	202
庆元	298	0
平原	136	74
折扣店	0	466
广元	796	0
平凉	550	0
康佳	287	3
应县	252	0
常州	21000	17
广发	221	0
广告	98	589
金华市	6512	1
常熟	3464	3
延安	1273	1
工程	99	569
运输队	0	227
平湖	321	0
广源	358	4
开平	377	0
开封	2426	2
开元	227	2
张三	225	11
建华	225	0
廊坊	7278	8
开原	278	0
西峡县	344	2
如东	254	1
天天	999	2
大学	83	6315
大宇	233	4
天宇	777	5
大唐	405	1
大地	539	8
奉化	427	1
大堤	1	334
天地	640	50
造船厂	0	285
奎屯	1081	0
大成	317	0
天成	594	9
大庆	6207	2
太平	269	2
英山县	606	0
如意	286	1
天正	240	0
培训	5	254
大理	223	0
金乡县	359	0
天狮	207	8
天津	49473	54
天润	223	5
女排	0	578
天水	3102	0
大洋	246	2
天河	229	3
天源	251	1
牡丹江市	5192	0
塑厂	0	251
乌鲁木齐市	2948	0
国营	1287	12
修理厂	2	6977
塑料	187	99
四通	229	2
修理店	0	222
冷水江市	622	0
大厦	5	712
天华	210	0
大华	422	3
天台	348	0
大同	2247	1
太原	6718	8
拓展部	0	759
天利	250	1
国际	3938	359
国防	341	1
天元	227	3
大全	46	234
夏县	247	0
天使	334	4
天下	410	24
太仓	752	0
大众	578	63
大丰	225	1
学会	1	931
天长	352	1
大队	0	886
太阳	312	0
女足	0	229
安丘	238	1
天顺	225	1
宏业	251	32
宏伟	505	3
好运	250	0
宝丰	212	0
实业	36	5225
天马	228	4
宏兴	338	1
安利	539	1
宏利	268	0
安吉	1363	0
宜兴	778	3
大鹏	280	0
宏发	552	0
宣化	1065	0
天龙	557	4
女队	0	362
家具	46	380
宁夏	15575	0
宏图	266	0
容县	517	0
宏大	449	0
孝感	1397	1
富华	221	1
宏宇	313	0
安居	242	1
宇宙	202	0
宝宝	202	5
宜宾	1716	2
宣威	417	0
寿光	544	1
技术部	0	2548
安徽	40589	12
安庆	2230	3
安平	1384	3
宁德	404	0
安康	737	2
家居	81	139
寿县	375	0
柳州市	8861	0
富士	353	1
灯泡厂	0	317
家家	308	0
宿州	565	2
学校	76	11356
石首市	968	0
饶平县	400	0
宜昌	5540	1
富强	209	3
对外	204	1
山东	119910	36
大田	208	0
娄底	935	0
如皋	1006	0
威海	10702	8
天诚	206	2
妇联	4	581
外贸	219	224
大连	34772	18
大通	327	7
英德市	925	0
材厂	0	483
支队	6	671
机场	7	375
昌盛	541	1
杂店	0	249
墨玉县	231	0
果业	5	406
朔州	455	0
分中心	0	234
曙光	248	2
新疆	24965	2
教育	77	226
文登	459	1
六盘水市	762	0
昆明	19569	15
数码	250	271
星星	395	3
服务	32	579
晨曦	221	2
旅社	1	297
晋江	1153	1
星火	282	3
服厂	0	510
支行	0	671
日照	6973	7
曹县	1530	1
木业	15	4192
冀州市	882	0
文联	7	224
柳州	4282	2
机电	84	185
桐乡	579	1
桓仁	727	2
杨氏	275	0
梅县	1333	0
格尔	269	0
柜厂	0	259
邳州市	224	0
机构	1	5419
新闻	209	2
未来	389	4
杭州	70027	46
林场	7	2380
校区	0	241
李氏	436	1
星辉	201	1
本溪	4380	2
无限	201	10
旅馆	2	966
昌邑	399	1
明达	222	1
无锡	27420	19
枣庄	2233	3
机械	342	830
材料	14	522
郓城县	731	0
政协	244	3325
支局	0	1968
文化	126	80
新乡	3617	10
修配厂	0	2920
新亚	202	3
新会	238	0
教委	0	242
新余	546	1
摄影	13	289
始兴县	396	0
抚顺	9695	1
昌图	545	0
旅店	1	256
晋中	413	0
新昌	205	0
新星	386	7
晨光	283	1
昆山	10001	23
时尚	928	32
昊天	226	0
惠民县	339	0
修造厂	0	1688
晋城	551	1
景县	519	0
敦煌	289	0
星宇	248	2
新源	220	1
无棣	402	1
方正	290	54
日本	3534	2
旭日	546	1
新华	1095	4
攀枝	1269	0
新兴	652	0
政府	3	10550
时代	840	31
新宇	236	2
新奇	285	2
昌乐	208	0
方圆	594	3
昌吉	347	1
星光	404	4
揭阳	1061	2
供销处	0	255
振华	297	1
振兴	509	1
兴宁市	1477	0
招商	138	101
承德	1368	1
扬州	18629	12
邹城市	345	0
炼油厂	3	404
扬子	218	0
批发	64	1568
促进会	0	411
邓州市	241	0
培训部	0	349
公安局	2	927
灵璧县	539	0
委员会	0	8743
德阳市	1144	0
六安市	2102	0
拉萨	461	0
轧花厂	0	332
成都	36235	47
检测站	0	214
报社	1	228
通江县	378	0
兖州市	364	0
研究院	1	3288
恒源	323	1
惠州	3185	5
有机肥厂	0	403
恒星	228	2
总汇	0	6217
肇源县	292	0
彩虹	336	4
兰州市	1686	2
恒泰	402	5
庆阳	234	0
店铺	2	648
建设	262	50
悉尼	325	0
延边	553	1
恒昌	253	1
总局	0	1375
总店	0	805
德清	619	0
恒安	203	1
平阳	368	0
康达	306	3
磨料厂	0	435
恒通	446	4
房县	866	0
扬中	299	1
恒达	449	4
总部	0	6558
潮阳市	272	0
供销社	23	1081
总队	0	522
成功	225	1
慈溪	2034	2
德阳	1324	1
恒盛	224	1
总社	0	239
总站	0	696
志诚	221	0
总署	0	249
德邦	338	0
滁州	1275	0
法院	5	1444
当阳市	966	0
渤海	235	1
邮政所	0	237
湘潭	2840	0
洛阳	11664	1
滨州	2798	7
滕州	432	1
克山县	530	0
湛江	4847	2
海门	211	1
漳州	5150	4
郴州市	2895	0
潍坊	17411	9
潮州	2240	7
滨海	201	1
澧县	838	0
灵石县	209	0
湘西	292	0
海龙	211	6
漯河	1524	0
清远	2661	1
潜江	241	4
大学生	199	18
炭业	1	266
溧阳	220	0
烟台	19959	11
枞阳县	509	0
泰兴	546	3
泗县	728	0
油坊	4	277
福安市	1043	0
永昌	349	1
沧州	10004	4
泊头	532	0
泸县	1000	0
泵厂	0	260
沙市	221	0
法国	1732	1
民生	284	1
江汉	520	0
泉州	13849	8
泰国	458	1
永济	749	0
油库	0	236
泸州	2632	1
欧阳	507	3
泰康	251	1
济南	39328	22
泰州	4534	9
法律	204	0
浦东	227	22
泰山	759	24
泰安	4950	4
武警	1009	0
海关	260	871
流域	0	270
海军	188	36
浚县	664	0
永盛	443	3
海信	253	2
武进	207	0
济宁	6345	8
海南	16241	13
津市	478	0
海口	2477	6
海天	433	1
永胜	293	1
河源	1351	2
民航	235	75
海城	410	0
淄博	21876	7
配件部	0	652
海峡	167	136
淇县	567	0
油田	34	410
海宁	2109	0
海安	269	0
海尔	368	11
洋浦	245	2
淮南	1633	0
淮北	1577	1
江苏	63720	45
清华	756	0
洪洞	206	0
深圳	98425	193
江西	43844	20
海林	212	3
渠县	741	0
涂料	50	387
淄川	232	0
济源	440	0
淮安	4295	4
浦江	942	1
渔场	1	228
清大	277	0
浙江	82148	50
温县	1226	2
渭南	794	0
汇通	299	4
浪漫	211	0
海湾	255	5
湖南	42744	25
湖北	42217	14
海洋	513	5
邮政局	3	876
江都	304	3
克拉玛依市	996	0
汽车	383	103
温岭	373	2
永顺	249	0
温州	16438	17
汽配	17	810
江阴	3386	3
江门	6176	8
海盐	1138	0
湖州	9814	1
沈阳	30070	22
克拉玛依区	464	0
滤业	1	267
大庆市	8325	0
清河	409	0
滑县	242	0
沭阳	376	2
河间	866	0
武义	1060	2
总经办	0	725
农业局	8	711
正大	424	1
鄄城县	247	0
楚雄	819	1
太平洋	501	2
兴化市	2192	0
联络处	0	1447
共同体	2	249
歙县	663	0
郑州市	9005	3
永利	304	1
永兴	690	1
水厂	1	1727
正泰	316	2
武汉	42164	25
永发	345	4
民委	0	202
永丰	352	1
永信	214	1
汇丰	363	1
汉中	2314	0
欣欣	366	0
欧洲	793	0
毛厂	0	217
毡厂	0	245
植物油厂	1	354
油厂	0	1522
民权	234	1
河南	52788	28
河北	74906	18
泵业	1	433
永康	6397	2
永州	592	0
江山	514	2
沧县	529	0
永恒	406	1
沛县	243	0
汕尾	391	1
沙厂	0	266
沙县	1332	1
大悟县	412	0
沁县	294	0
汕头	6987	14
永安	424	2
欧盟	597	0
永嘉	608	0
江南	785	3
江华	216	1
株洲	7394	2
梧州	1112	1
服部	0	312
曲靖	915	0
本部	0	272
梦想	198	3
曲阜	418	1
服装	205	240
桐庐	1151	0
邹平县	1599	0
农业部	168	70
桂林	6470	2
梁山	675	0
奥委会	0	604
梅州	1105	0
朝鲜	752	1
杜马	2	468
森林	204	9
最高	671	0
本钢	704	1
朝阳	3238	2
有限	35	414
服饰	39	829
模厂	0	290
榆林	581	1
饶河县	257	0
榆次	704	0
石油	416	50
太原市	7361	1
碱厂	1	264
大同市	6439	0
遂宁市	1375	0
天台县	771	0
盛达	342	2
益阳	1294	1
